Number,one_hot_Company_Acer,one_hot_Company_Apple,one_hot_Company_Asus,one_hot_Company_Chuwi,one_hot_Company_Dell,one_hot_Company_Fujitsu,one_hot_Company_Google,one_hot_Company_HP,one_hot_Company_Huawei,one_hot_Company_LG,one_hot_Company_Lenovo,one_hot_Company_MSI,one_hot_Company_Mediacom,one_hot_Company_Microsoft,one_hot_Company_Razer,one_hot_Company_Samsung,one_hot_Company_Toshiba,one_hot_Company_Vero,one_hot_Company_Xiaomi,one_hot_TypeName_2 in 1 Convertible,one_hot_TypeName_Gaming,one_hot_TypeName_Netbook,one_hot_TypeName_Notebook,one_hot_TypeName_Ultrabook,one_hot_TypeName_Workstation,Inches,Display,Touchscreen,ScreenArea,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,one_hot_OpSys_Android,one_hot_OpSys_Chrome OS,one_hot_OpSys_Linux,one_hot_OpSys_Mac OS X,one_hot_OpSys_No OS,one_hot_OpSys_Windows 10,one_hot_OpSys_Windows 10 S,one_hot_OpSys_Windows 7,one_hot_OpSys_macOS,Weight,Price
367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,49,2.5,8,14,5,54,0,0,0,0,1,0,0,0,0,2.4,43103.52
368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,17,0,35,0,0,0,0,0,1,0,0,0,2.33,47898.72
369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.36,93240.0
370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,3,1,2073600,55,2.7,12,19,4,65,0,0,0,0,0,1,0,0,0,2.26,58554.72
371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,25,3.0,4,14,0,14,0,0,0,0,0,1,0,0,0,2.1,22697.28
372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,65,3.0,16,17,5,68,0,0,0,0,0,1,0,0,0,3.25,117162.72
373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,26,2.2,4,14,0,14,0,0,0,0,0,1,0,0,0,2.6,26053.92
374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,52,1.8,8,17,0,51,0,0,0,0,0,1,0,0,0,1.62,46300.85279999999
375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,25,3.0,4,17,0,14,0,0,0,0,0,1,0,0,0,1.91,26053.3872
376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,4,0,1049088,23,1.1,4,14,0,3,0,0,0,0,0,1,0,0,0,1.59,29463.84
377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,10,1.6,4,9,0,2,0,0,0,0,0,1,0,0,0,1.8,16463.52
378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,12,1.1,4,4,0,3,0,0,0,0,0,1,0,0,0,1.5,15238.08
379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,67,2.8,8,11,0,54,0,0,1,0,0,0,0,0,0,2.4,45074.88
380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,8,14,5,54,0,0,0,0,0,1,0,0,0,3.35,63456.48
381,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,14,0,34,0,0,0,0,1,0,0,0,0,1.85,21498.48
382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,71,0,0,0,0,0,1,0,0,0,2.3,88178.4
383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,43,2.5,8,17,0,40,0,0,0,0,0,1,0,0,0,1.5,58554.72
384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,3,1,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.1,93181.392
385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,4,0,3686400,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.13,121584.96
386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,34,2.4,4,14,0,45,0,0,0,0,0,1,0,0,0,1.5,29250.72
387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,56,2.6,8,9,0,62,0,0,0,0,0,1,0,0,0,2.23,72940.31999999999
388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,5,0,2073600,73,2.7,8,17,0,79,0,0,0,0,0,1,0,0,0,2.0,113752.8
389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,1,1,3686400,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.42,133679.52
390,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,8,11,0,54,0,0,0,0,0,1,0,0,0,3.0,55357.92
391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,17,5,58,0,0,0,0,0,1,0,0,0,3.0,84768.48
392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,4,0,1049088,45,1.6,12,11,0,28,0,0,0,0,0,1,0,0,0,2.2,36975.7872
393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,8,17,0,58,0,0,0,0,0,1,0,0,0,2.7,71874.72
394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,17,0,35,0,0,1,0,0,0,0,0,0,2.33,41498.1936
395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.6,3,0,2073600,25,3.0,4,17,0,25,0,0,0,0,0,1,0,0,0,1.91,26586.72
396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,52,1.8,8,17,0,47,0,0,0,0,0,1,0,0,0,2.1,65510.9568
397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.9,49976.64
398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,10,1,8294400,67,2.8,8,17,0,79,0,0,0,0,0,1,0,0,0,1.78,144495.36
399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,4,0,3686400,55,2.7,16,20,0,45,0,0,0,0,0,1,0,0,0,1.13,139860.0
400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,12,1.1,4,11,0,3,0,0,0,0,0,1,0,0,0,2.2,16303.68
401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,17,5,54,0,0,0,0,0,1,0,0,0,2.9,81465.12
402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,45,1.6,8,17,5,47,0,0,0,0,0,1,0,0,0,2.1,60978.96
403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,67,2.8,8,17,0,54,0,0,1,0,0,0,0,0,0,2.5,46833.12
404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,2.8,119826.72
405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.1,99793.44
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.3,3,0,2073600,59,2.5,16,19,0,34,0,0,0,0,0,1,0,0,0,1.2,93080.16
407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,68,2.8,8,19,0,7,0,0,0,0,0,1,0,0,0,1.36,89510.4
408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,2.2,21791.52
409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.6,1,0,1049088,12,1.1,2,4,0,3,0,0,0,0,0,1,0,0,0,1.15,16221.096
410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,67,2.8,8,19,0,79,0,0,0,0,0,1,0,0,0,2.67,102564.0
411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,3686400,67,2.8,8,19,0,65,0,0,0,0,0,1,0,0,0,1.7,103523.04
412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,11,0,25,0,0,0,0,0,1,0,0,0,2.1,24988.32
413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,59,2.5,8,17,0,34,0,0,0,0,0,1,0,0,0,1.6,42038.4528
414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.27,49443.84
415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,17,0,19,0,0,1,0,0,0,0,0,0,2.3,31909.392
416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,1,0,1049088,27,2.0,4,14,0,34,0,0,0,0,0,1,0,0,0,1.65,36709.92
417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,59,2.5,8,17,0,34,0,0,0,0,0,1,0,0,0,1.43,79920.0
418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.14,28768.536
419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,52,1.8,8,17,0,47,0,0,0,0,0,1,0,0,0,1.75,64755.44640000001
420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,9,1,8294400,67,2.8,16,19,0,54,0,0,0,0,0,1,0,0,0,2.0,101178.72
421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.3,8,0,4990464,23,1.1,6,7,0,3,0,0,0,0,0,1,0,0,0,1.4,23922.72
422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,71,2.9,8,17,0,60,0,0,0,0,0,1,0,0,0,2.31,76030.56
423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,34,2.4,8,11,0,40,0,0,1,0,0,0,0,0,0,2.3,31808.16
424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,4,0,3686400,79,2.9,16,17,5,83,0,0,0,0,0,1,0,0,0,4.42,149130.72
425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,58,0,0,0,0,0,1,0,0,0,2.62,61751.52
426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,8,17,4,38,0,0,0,0,0,1,0,0,0,2.02,60867.072
427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,68,2.8,8,17,0,45,0,0,1,0,0,0,0,0,0,1.6,58554.72
428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,12,17,5,83,0,0,0,0,0,1,0,0,0,3.35,106506.72
429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.6,5,1,2073600,12,1.1,4,5,0,3,0,0,0,0,0,1,0,0,0,1.16,15930.72
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,10,1.6,4,6,0,2,0,1,0,0,0,0,0,0,0,1.15,14332.32
431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.4,53812.8
432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,32,2.7,4,14,0,45,0,0,0,0,0,1,0,0,0,1.7,31914.72
433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,9,0,8294400,68,2.8,16,19,0,40,0,0,0,0,0,1,0,0,0,2.3,130269.6
434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,71,2.9,16,19,0,87,0,0,0,0,0,1,0,0,0,2.5,130482.72
435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,66,3.2,8,17,5,68,0,0,0,0,0,1,0,0,0,3.2,90309.6
436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,10,1.6,4,9,0,2,0,0,0,0,0,1,0,0,0,2.1,18488.16
437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.3,1,1,3840000,72,1.3,16,19,0,63,0,1,0,0,0,0,0,0,0,1.1,117162.72
438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,1,0,3686400,55,2.7,24,19,0,45,0,0,0,0,0,1,0,0,0,1.32,126912.96
439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,17,0,45,0,0,1,0,0,0,0,0,0,2.0,29783.52
440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,20,2.5,8,11,0,10,0,0,0,0,0,1,0,0,0,2.8,27652.32
441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,4,17,0,38,0,0,0,0,0,1,0,0,0,2.2,39906.72
442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.36,76137.12
443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,22,1.1,4,14,0,13,0,0,0,0,0,1,0,0,0,2.2,18594.72
444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,54,0,0,0,0,0,1,0,0,0,2.2,58554.72
445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,57,2.8,8,17,0,44,0,0,0,0,0,1,0,0,0,1.64,62817.12
446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,9,0,45,0,0,1,0,0,0,0,0,0,2.4,23539.104
447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,77,3.0,8,7,5,74,0,0,0,0,0,1,0,0,0,2.23,106187.04
448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,17,0,54,0,0,0,0,0,1,0,0,0,2.2,54757.9872
449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.5,1,1,3393024,74,2.5,16,19,0,70,0,0,0,0,0,0,1,0,0,1.25,137941.91999999998
450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,14,0,45,0,0,0,0,0,1,0,0,0,1.91,31381.92
451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,5,0,2073600,73,2.7,16,17,0,74,0,0,0,0,0,1,0,0,0,2.17,105228.0
452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,5,0,2073600,71,2.9,8,19,0,45,0,0,0,0,0,1,0,0,0,2.31,81731.52
453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.65,71661.59999999999
454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,8,14,5,38,0,0,0,0,0,1,0,0,0,2.36,52161.12
455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,1,1,1049088,21,1.6,4,9,0,9,0,0,0,0,0,1,0,0,0,1.47,25521.12
456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,67,2.7,8,11,0,71,0,0,0,0,0,1,0,0,0,4.42,109010.88
457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.5,1,1,3393024,47,2.2,4,14,0,63,0,0,0,0,0,0,1,0,0,1.252,52693.92
458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.5,1,1,3393024,74,2.5,8,17,0,70,0,0,0,0,0,0,1,0,0,1.25,95850.72
459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,27,2.0,8,17,0,34,0,0,0,0,0,1,0,0,0,2.5,34093.872
460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,11,0,40,0,0,0,0,0,1,0,0,0,2.23,28984.32
461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,10,1.6,4,14,0,2,0,0,0,0,0,1,0,0,0,1.4,23176.8
462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.37,39906.72
463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,55,2.7,8,19,0,36,0,0,0,0,1,0,0,0,0,1.5,42570.72
464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,71,2.9,8,17,0,87,0,0,0,0,0,1,0,0,0,2.67,111355.2
465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,22,1.1,4,9,0,3,0,0,0,0,0,1,0,0,0,2.0,16197.12
466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,23,0,0,0,0,0,1,0,0,0,2.2,24988.32
467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,8,10,0,38,0,0,0,0,0,1,0,0,0,2.02,40439.52
468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,12,11,0,71,0,0,0,0,0,1,0,0,0,3.78,90522.72
469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,6,0,3686400,69,2.6,12,17,0,34,0,0,0,0,0,1,0,0,0,1.4,98994.24
470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,9,1,8294400,52,1.8,8,19,0,51,0,0,0,0,0,1,0,0,0,1.29,106506.72
471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,9,0,52,0,0,0,0,0,1,0,0,0,1.9,61485.12
472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.3,1,1,3840000,60,1.2,8,14,0,63,0,1,0,0,0,0,0,0,0,1.1,67932.0
473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,3,1,2073600,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.42,98133.768
474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,9,0,8294400,64,2.6,12,14,5,59,0,0,0,0,0,1,0,0,0,2.06,69210.72
475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,30,2.3,8,14,0,34,0,0,0,0,0,1,0,0,0,1.79,39427.2
476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,67,2.8,8,17,0,79,0,0,0,0,0,1,0,0,0,1.78,128298.24
477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,43,2.5,8,15,0,45,0,0,0,0,0,1,0,0,0,1.7,72673.92
478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,8,11,0,25,0,0,0,0,0,1,0,0,0,2.2,35964.0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.3,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.05,89084.16
480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,52,1.8,8,19,0,40,0,0,0,0,0,1,0,0,0,2.16,67239.36
481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,34,2.4,4,11,0,45,0,0,0,0,0,1,0,0,0,2.18,31254.048
482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,45,1.6,4,14,0,51,0,0,0,0,0,1,0,0,0,1.49,38681.28
483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,3,1.44,4,7,0,7,0,0,0,0,0,1,0,0,0,1.89,13261.392000000002
484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,14,0,34,0,0,0,0,0,1,0,0,0,2.3,30103.2
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.75,55890.72
486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,5,0,2073600,73,2.7,16,19,0,74,0,0,0,0,0,1,0,0,0,2.17,124568.64
487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,67,2.8,16,19,0,54,0,0,0,0,0,1,0,0,0,2.06,101178.72
488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,5,0,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.36,95797.44
489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,3,0,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,0.91,103896.0
490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,17,0,40,0,0,0,0,0,1,0,0,0,2.3,53918.82719999999
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.3,3,1,2073600,55,2.7,32,19,0,45,0,0,0,0,0,1,0,0,0,1.05,149130.72
492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,8,14,5,54,0,0,0,0,0,1,0,0,0,1.99,71928.0
493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,36,2.5,8,11,0,22,0,0,0,0,0,1,0,0,0,2.2,30849.12
