Number,one_hot_Company_Acer,one_hot_Company_Apple,one_hot_Company_Asus,one_hot_Company_Chuwi,one_hot_Company_Dell,one_hot_Company_Fujitsu,one_hot_Company_Google,one_hot_Company_HP,one_hot_Company_Huawei,one_hot_Company_LG,one_hot_Company_Lenovo,one_hot_Company_MSI,one_hot_Company_Mediacom,one_hot_Company_Microsoft,one_hot_Company_Razer,one_hot_Company_Samsung,one_hot_Company_Toshiba,one_hot_Company_Vero,one_hot_Company_Xiaomi,one_hot_TypeName_2 in 1 Convertible,one_hot_TypeName_Gaming,one_hot_TypeName_Netbook,one_hot_TypeName_Notebook,one_hot_TypeName_Ultrabook,one_hot_TypeName_Workstation,Inches,Display,Touchscreen,ScreenArea,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,one_hot_OpSys_Android,one_hot_OpSys_Chrome OS,one_hot_OpSys_Linux,one_hot_OpSys_Mac OS X,one_hot_OpSys_No OS,one_hot_OpSys_Windows 10,one_hot_OpSys_Windows 10 S,one_hot_OpSys_Windows 7,one_hot_OpSys_macOS,Weight,Price
621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,44,2.3,8,17,0,34,0,0,0,0,0,0,0,1,0,1.65,78055.2
622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,4,11,0,38,0,0,0,0,0,1,0,0,0,2.2,41345.28
623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.2,42570.72
624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,44,2.3,4,9,0,34,0,0,0,0,0,0,0,1,0,1.88,49656.96
625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,11,0,24,0,0,0,0,0,1,0,0,0,2.2,47898.72
626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,3,1.44,2,4,0,7,0,0,0,0,0,1,0,0,0,1.4,12733.92
627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,14,0,45,0,0,0,0,1,0,0,0,0,2.2,24935.04
628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,43,2.5,6,11,0,45,0,0,0,0,0,1,0,0,0,1.5,34046.4528
629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,67,2.8,8,17,0,54,0,0,0,0,0,1,0,0,0,2.0,96969.6
630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.1,101232.0
631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,17,5,58,0,0,0,0,0,1,0,0,0,2.62,78801.12
632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,4,17,0,51,0,0,0,0,0,1,0,0,0,1.8,44169.12
633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,11,0,24,0,0,0,0,0,1,0,0,0,2.2,30849.12
634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,12,1.1,8,11,0,3,0,0,0,0,0,1,0,0,0,2.0,21258.72
635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,49,2.5,8,11,0,54,0,0,0,0,0,1,0,0,0,1.99,48304.7136
636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,7,1,5760000,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.23,99580.32
637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,10,1.6,2,4,0,2,0,0,0,0,0,1,0,0,0,1.42,13266.72
638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.37,93635.3376
639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,10,1,8294400,67,2.8,16,20,0,54,0,0,0,0,0,1,0,0,0,2.06,127818.72
640,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,53,0,0,0,0,0,1,0,0,0,2.5,59087.52
641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,1,0,1440000,25,3.0,8,11,0,14,0,0,0,0,0,1,0,0,0,2.6,27753.552
642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.14,130536.0
643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,11,0,58,0,0,0,0,1,0,0,0,0,2.5,62284.32
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,2.4,23976.0
645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,10,1.6,4,4,0,7,0,0,0,0,0,1,0,0,0,1.43,14598.72
646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,43,2.5,8,17,0,39,0,0,0,0,0,1,0,0,0,1.8,48964.32
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.0,3,0,2073600,67,2.8,16,17,0,71,0,0,0,0,0,1,0,0,0,1.95,138474.72
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.3,3,0,2073600,44,2.3,8,17,0,34,0,0,0,0,0,1,0,0,0,1.2,64628.64
649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,5,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.36,84395.52
650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,76,2.7,32,19,0,90,0,0,0,0,0,1,0,0,0,3.8,149130.72
651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,11,0,54,0,0,1,0,0,0,0,0,0,2.4,37775.52
652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,3,0,2073600,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.2,77250.672
653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,8,14,5,58,0,0,0,0,0,1,0,0,0,2.2,63499.10399999999
654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,1,0,0,0,0,1.86,19441.872
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,9,0,45,0,0,0,0,0,1,0,0,0,2.0,56689.92
656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,8,17,0,38,0,0,0,0,0,1,0,0,0,2.2,48964.32
657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,16,17,4,38,0,0,0,0,0,1,0,0,0,2.2,60472.8
658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,64,2.6,8,14,5,48,0,0,0,0,0,1,0,0,0,3.31,63722.88
659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,9,0,8294400,67,2.8,32,19,5,83,0,0,0,0,0,1,0,0,0,4.42,167691.8736
660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,63,2.4,8,17,0,34,0,0,0,0,0,1,0,0,0,1.56,65481.12
661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,12,1.1,4,9,0,3,0,0,0,0,0,1,0,0,0,2.2,22324.32
662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,44,2.3,4,9,0,34,0,0,0,0,0,1,0,0,0,2.2,28504.8
663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,2073600,27,2.0,6,11,0,19,0,0,0,0,0,1,0,0,0,2.04,28717.92
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,8,14,5,71,0,0,0,0,0,1,0,0,0,2.7,79215.1056
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,1,0,1049088,30,2.1,4,14,0,34,0,0,0,0,0,1,0,0,0,2.1,26533.44
666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.06,50882.4
667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,11,0,38,0,0,0,0,0,1,0,0,0,2.1,39693.6
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.0,67026.23999999999
669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,14,0,34,0,0,1,0,0,0,0,0,0,2.1,21951.36
670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.5,1,1,3393024,68,2.8,8,17,0,70,0,0,0,0,0,0,1,0,0,1.252,99519.048
671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,14,5,19,0,0,0,0,0,1,0,0,0,1.9,43580.376
672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.3,55091.52
673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,15,2.2,4,14,0,4,0,0,0,0,0,1,0,0,0,2.2,18594.72
674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,5,1,2073600,34,2.4,4,14,0,40,0,0,0,0,0,1,0,0,0,1.63,37242.72
675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,17,5,54,0,0,0,0,0,1,0,0,0,2.4,68944.31999999999
676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.1,60472.8
677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,1,1,1049088,12,1.1,8,7,0,3,0,1,0,0,0,0,0,0,0,1.4,26373.6
678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.6,5,0,2073600,52,1.8,8,19,0,45,0,0,0,0,0,1,0,0,0,1.09,122490.72
679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,16,17,0,58,0,0,0,0,0,1,0,0,0,2.5,69210.72
680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,17,0,54,0,0,0,0,0,1,0,0,0,2.2,53168.112
681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,12,1.1,4,14,0,3,0,0,0,0,0,1,0,0,0,1.86,22324.32
682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,16,14,5,71,0,0,0,0,0,1,0,0,0,3.21,109277.28
683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,27,2.0,4,17,0,29,0,0,0,0,0,1,0,0,0,2.5,37242.72
684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,52,1.8,8,19,0,51,0,0,0,0,0,1,0,0,0,1.19,79866.72
685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,79,2.9,16,17,5,83,0,0,0,0,0,1,0,0,0,3.49,149916.6
686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,9,0,25,0,0,0,0,0,1,0,0,0,1.86,32639.8608
687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,11,0,19,0,0,0,0,0,1,0,0,0,2.2,29073.297599999994
688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,29,2.4,6,10,0,17,0,0,0,0,0,1,0,0,0,2.65,30316.32
689,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,19,1.6,4,9,0,11,0,0,0,0,0,1,0,0,0,2.1,16943.04
690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,19,1.6,4,4,0,11,0,1,0,0,0,0,0,0,0,1.45,19980.0
691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,43,2.5,4,17,0,45,0,0,0,0,0,1,0,0,0,1.7,37242.72
692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3,3,0,2073600,67,2.8,8,9,0,79,0,0,0,0,0,1,0,0,0,3.14,101657.7072
693,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,1,1,3686400,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.42,137995.19999999998
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.3,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.5,51841.44
695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,6,1.6,4,4,0,7,0,0,0,0,0,1,0,0,0,1.4,14332.32
696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,3,1,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.38,93186.72
697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,3,1,2073600,39,0.9,4,7,0,66,0,1,0,0,0,0,0,0,0,1.2,35644.32
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.3,3,1,2073600,59,2.5,16,19,0,34,0,0,0,0,0,1,0,0,0,1.36,100006.56
699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,55,2.7,4,9,0,38,0,0,0,0,0,1,0,0,0,2.1,36709.92
700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,11,0,54,0,0,0,0,0,1,0,0,0,2.56,43636.32
701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,25,2.9,4,17,0,38,0,0,0,0,0,1,0,0,0,2.2,21258.72
702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,41,3.6,8,11,0,12,0,0,0,0,0,1,0,0,0,2.2,22857.12
703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,11,5,45,0,0,0,0,0,1,0,0,0,2.1,33110.856
704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,1,0,0,0,0,1.9,23976.0
705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.18,42357.6
706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.6,53226.72
707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,59,2.5,16,19,0,82,0,0,0,0,0,0,0,1,0,2.18,98834.4
708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,42,2.3,8,17,0,34,0,0,0,0,0,1,0,0,0,1.8,63456.48
709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,36,2.5,6,10,0,38,0,0,0,0,0,1,0,0,0,2.71,34898.932799999995
710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,58,0,0,0,0,0,1,0,0,0,2.5,66546.72
711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,57,2.8,8,17,0,44,0,0,1,0,0,0,0,0,0,1.64,58021.92
712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,11,0,45,0,0,1,0,0,0,0,0,0,1.98,38681.28
713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,12,1.1,4,4,0,3,0,0,0,0,0,1,0,0,0,1.5,15877.44
714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,53,2.6,16,19,0,45,0,0,0,0,0,1,0,0,0,1.93,76012.44480000001
715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,43,2.5,8,17,0,24,0,0,0,0,0,1,0,0,0,1.87,45664.6896
716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,53,2.6,8,17,0,45,0,0,0,0,0,1,0,0,0,1.9,62817.12
717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,8,2.0,4,9,0,10,0,0,0,0,0,1,0,0,0,2.19,15877.44
718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2304000,5,1.92,4,2,0,2,0,0,0,0,0,1,0,0,0,1.4,14119.2
719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,3,0,2073600,55,2.7,8,17,0,44,0,0,0,0,0,1,0,0,0,2.63,63936.0
720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,6,0,3686400,59,2.5,8,19,0,34,0,0,0,0,0,1,0,0,0,1.17,89864.1792
721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,4,1,1049088,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.58,44574.048
722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.32,79866.72
723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,10,0,8294400,67,2.8,32,20,5,83,0,0,0,0,0,1,0,0,0,4.36,194972.832
724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,8,14,5,58,0,0,0,0,0,1,0,0,0,2.7,71847.0144
725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,11,0,45,0,0,0,0,1,0,0,0,0,1.9,26101.872
726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,8,14,5,38,0,0,0,0,0,1,0,0,0,2.2,38308.32
727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,34,2.4,4,11,0,45,0,0,0,0,0,1,0,0,0,1.71,34578.72
728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,11,0,35,0,0,1,0,0,0,0,0,0,2.32,31409.6256
729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,25,3.0,4,11,0,25,0,0,0,0,0,1,0,0,0,2.1,26053.92
730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,64,2.6,16,14,5,71,0,0,0,0,0,1,0,0,0,4.2,103096.8
731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,12,11,0,45,0,0,0,0,0,1,0,0,0,2.25,34578.72
732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,38,3.0,6,14,5,25,0,0,0,0,0,1,0,0,0,2.1,34632.0
733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,9,0,45,0,0,0,0,0,1,0,0,0,2.4,29783.52
734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.44,51148.8
735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,4,11,0,45,0,0,0,0,0,1,0,0,0,1.85,41505.12
736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,67,2.8,16,17,0,78,0,0,0,0,0,1,0,0,0,2.6,128884.32
737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,45,1.6,8,11,0,51,0,0,0,0,0,1,0,0,0,1.55,35111.52
738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,17,5,71,0,0,0,0,0,1,0,0,0,1.8,111593.8944
739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,2.4,21887.424
740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,14,5,40,0,0,0,0,0,1,0,0,0,2.0,64308.96
741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,8,17,0,34,0,0,0,0,0,1,0,0,0,2.0,35431.2
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.0,5,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.25,81784.8
743,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,3,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.7,53226.72
744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,9,0,8294400,68,2.8,16,20,0,82,0,0,0,0,0,1,0,0,0,2.5,175770.72
745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,10,1.6,2,4,0,2,0,1,0,0,0,0,0,0,0,1.68,17582.399999999998
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.3,3,0,2073600,55,2.7,16,17,0,45,0,0,0,0,0,1,0,0,0,0.81,87858.72
747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,8,17,0,34,0,0,0,0,0,1,0,0,0,1.86,28717.92
